cl_id,successful,paid_amount,co_name,datecl,payment_method,mid,card_brand
2086,0,4588.4,Denmark,1/7/2021,Mobile,158,MasterCard
6216,0,4977.24,Switzerland,2/19/2021,Prepaid cards,27,Amex
9270,1,1657.28,Spain,3/24/2021,Prepaid cards,292,Amex
3205,1,1888.48,Switzerland,2/14/2021,E-Wallet,293,JBC
1071,1,1535.56,Spain,2/27/2021,Credit cards,264,Amex
5311,0,1664.32,Brazil,1/10/2021,Prepaid cards,210,Visa
3041,1,2911.04,United Kingdom,2/16/2021,Prepaid cards,39,Amex
4390,0,3511.56,Finland,2/25/2021,Bank transfers,248,Amex
2339,0,3800.92,Ireland,1/27/2021,Prepaid cards,77,JBC
456,1,2720.76,France,1/11/2021,Mobile,190,MasterCard
7225,0,3478.48,Brazil,2/12/2021,Mobile,247,JBC
5455,1,2413.76,Spain,3/5/2021,Prepaid cards,137,Visa
9227,0,1428.16,Germany,2/17/2021,Mobile,248,Amex
5824,0,4898.96,New Zealand,3/10/2021,Mobile,254,Amex
6618,1,3592.08,Switzerland,2/3/2021,Mobile,23,Visa
9066,1,1581.44,Turkey,1/8/2021,E-Wallet,174,MasterCard
1196,0,2918.08,New Zealand,3/1/2021,Mobile,203,MasterCard
2405,0,3861.72,Ireland,2/6/2021,Mobile,79,MasterCard
5833,1,1727.16,Ireland,2/25/2021,Credit cards,235,Amex
1635,1,3174.6,Germany,1/7/2021,Bank transfers,274,MasterCard
9858,0,1270.16,France,3/19/2021,Mobile,137,JBC
877,1,1565.36,Canada,3/19/2021,Credit cards,38,Visa
200,1,4739.32,Switzerland,3/12/2021,Mobile,261,JBC
8968,1,4435.12,Australia,2/10/2021,Mobile,205,MasterCard
7869,0,1311.16,Australia,3/9/2021,Credit cards,242,Amex
5659,1,4585.68,Brazil,1/12/2021,Prepaid cards,201,JBC
3313,1,1519,New Zealand,3/6/2021,Bank transfers,91,Amex
8005,1,1931.56,New Zealand,1/3/2021,E-Wallet,21,MasterCard
2839,0,2725.2,Australia,3/2/2021,Mobile,222,Amex
8951,1,2404.04,Denmark,1/26/2021,Credit cards,231,JBC
2353,0,4236.36,Switzerland,2/4/2021,Prepaid cards,296,Amex
6691,0,4906.16,Denmark,1/30/2021,Credit cards,253,Visa
3358,1,2649.16,United States,2/12/2021,E-Wallet,193,JBC
9407,0,4114.92,Norway,2/6/2021,Mobile,80,MasterCard
9510,0,4324.48,Canada,1/21/2021,Credit cards,274,Amex
4982,1,4302.84,Norway,3/6/2021,E-Wallet,280,MasterCard
2767,0,2486.4,Spain,1/12/2021,Prepaid cards,173,MasterCard
8121,0,4625.52,Switzerland,2/24/2021,Prepaid cards,5,MasterCard
4711,0,2232.24,Norway,2/10/2021,Bank transfers,3,JBC
8637,0,1047.48,Spain,1/29/2021,Bank transfers,199,JBC
6983,0,1926.28,France,1/23/2021,Credit cards,164,Amex
8317,0,3406.56,France,3/14/2021,Credit cards,70,MasterCard
3218,0,4965.28,Norway,1/31/2021,Bank transfers,115,JBC
7964,1,4523.96,Germany,3/6/2021,Bank transfers,157,JBC
7369,1,2751.32,Spain,2/27/2021,Mobile,289,Visa
4825,0,2390.24,Norway,3/27/2021,Mobile,171,Amex
7740,1,2208.08,Netherlands,2/10/2021,Bank transfers,151,Visa
6298,0,1356.6,Denmark,3/26/2021,Prepaid cards,108,MasterCard
6496,0,4768.52,Brazil,3/30/2021,Bank transfers,31,MasterCard
6529,1,1082.52,Australia,3/9/2021,Mobile,208,Amex
3835,0,4221,France,3/7/2021,Credit cards,165,Visa
6745,0,4970.2,New Zealand,2/8/2021,Credit cards,256,JBC
7454,0,2078.72,Norway,1/3/2021,Prepaid cards,202,MasterCard
6109,1,2799.96,Iran,2/7/2021,Credit cards,244,MasterCard
5473,1,3122.32,Turkey,2/26/2021,Bank transfers,52,JBC
2853,0,2910.24,United States,1/3/2021,E-Wallet,200,Visa
4009,1,4650.64,Canada,3/2/2021,E-Wallet,107,Amex
4750,1,1969.4,New Zealand,2/13/2021,E-Wallet,48,JBC
8630,0,4028.12,Spain,2/18/2021,Mobile,228,MasterCard
5808,0,2701.88,Australia,2/5/2021,Mobile,50,MasterCard
3917,1,4468.56,Switzerland,2/20/2021,Bank transfers,109,MasterCard
9849,1,1665.92,Netherlands,3/8/2021,Mobile,24,Visa
4771,0,2413.76,United States,2/3/2021,Credit cards,8,MasterCard
2927,1,1833.48,New Zealand,1/27/2021,E-Wallet,138,MasterCard
5453,1,1787.88,Iran,2/4/2021,Mobile,2,JBC
4505,0,4805.44,United States,3/18/2021,Bank transfers,115,JBC
9522,1,1627.44,Denmark,2/8/2021,Bank transfers,79,Amex
5210,1,2820.8,Turkey,1/3/2021,Mobile,28,Visa
5868,1,4837.28,Turkey,3/13/2021,Bank transfers,252,Amex
1131,0,4391.16,Denmark,1/21/2021,Mobile,2,Visa
302,0,2232.36,Denmark,3/28/2021,Credit cards,56,Visa
1058,1,2668.04,Germany,1/30/2021,Credit cards,172,MasterCard
5591,1,1257.72,Iran,1/14/2021,Bank transfers,42,JBC
6642,0,1535.56,United Kingdom,3/25/2021,E-Wallet,50,Visa
1144,0,4344.8,Turkey,3/8/2021,Bank transfers,206,Amex
4947,1,3178.44,France,1/26/2021,Prepaid cards,26,MasterCard
8876,0,1905.96,Brazil,1/2/2021,Credit cards,133,Visa
1457,1,3487.28,United Kingdom,2/4/2021,Bank transfers,141,JBC
6220,1,1783.96,Ireland,3/25/2021,Prepaid cards,257,Visa
3110,1,4040.6,United States,1/8/2021,Credit cards,126,MasterCard
2297,0,3459.92,Netherlands,3/21/2021,Prepaid cards,281,Amex
252,0,4800.24,Turkey,2/21/2021,Bank transfers,276,JBC
7358,0,1768.92,Australia,2/5/2021,E-Wallet,91,MasterCard
6140,0,3215.48,Brazil,2/18/2021,Credit cards,268,MasterCard
9561,1,1216.64,Denmark,2/24/2021,Mobile,35,Visa
1841,1,3968.88,Norway,3/1/2021,Prepaid cards,149,JBC
2636,0,2794.4,United Kingdom,2/4/2021,E-Wallet,54,Visa
1134,0,1535.68,Denmark,2/26/2021,E-Wallet,95,JBC
6008,1,3071.16,Ireland,1/26/2021,E-Wallet,187,Amex
2768,0,4518.8,France,1/12/2021,Prepaid cards,137,JBC
5696,0,2749.28,Germany,1/12/2021,Prepaid cards,84,Amex
5240,1,3216.72,Norway,2/15/2021,Bank transfers,85,Amex
7105,1,2575,Australia,2/7/2021,Credit cards,63,Visa
9806,0,3562.08,France,1/5/2021,Credit cards,173,MasterCard
728,0,2445.92,Brazil,2/10/2021,Mobile,101,JBC
2773,1,3618.76,Norway,3/31/2021,Credit cards,276,Amex
5732,0,2846.12,Switzerland,2/21/2021,Credit cards,245,Visa
3732,1,1675.56,Netherlands,2/20/2021,Prepaid cards,11,MasterCard
1537,1,1029.68,Denmark,1/14/2021,Prepaid cards,257,Visa
9498,1,4335.24,Netherlands,2/8/2021,Credit cards,236,Amex
6374,0,4631.92,Denmark,3/26/2021,E-Wallet,290,MasterCard
8751,0,3522.16,Iran,4/1/2021,Bank transfers,68,MasterCard
2097,1,4353.16,Denmark,2/4/2021,Credit cards,186,MasterCard
390,0,2908.56,Spain,3/15/2021,Mobile,82,MasterCard
8148,0,4969.24,Ireland,3/5/2021,E-Wallet,273,MasterCard
9294,0,3851.12,Spain,3/29/2021,Bank transfers,70,Visa
4463,0,3587.6,France,3/10/2021,Prepaid cards,134,Visa
9215,1,3162.56,Switzerland,1/14/2021,Mobile,220,Amex
3318,0,1283.48,Norway,1/8/2021,Bank transfers,98,Visa
6657,1,2062.8,United Kingdom,3/11/2021,Prepaid cards,284,Visa
7982,1,2272.2,Brazil,3/1/2021,E-Wallet,96,MasterCard
4235,0,2674.4,Netherlands,3/4/2021,Mobile,288,JBC
3065,0,3363.72,Iran,1/29/2021,Prepaid cards,40,Visa
7705,0,1654.8,Denmark,2/9/2021,Bank transfers,30,Amex
7775,0,1238.48,Brazil,1/5/2021,Bank transfers,151,JBC
2986,1,3632.08,Ireland,1/6/2021,E-Wallet,64,Visa
3836,0,2422.12,Ireland,2/4/2021,Bank transfers,29,JBC
551,0,4841,Brazil,3/27/2021,Prepaid cards,244,Visa
5061,1,3650.72,New Zealand,3/4/2021,E-Wallet,216,JBC
8074,0,1738.88,Switzerland,2/20/2021,Mobile,47,JBC
354,1,3815.56,Brazil,3/31/2021,Bank transfers,116,JBC
7686,1,4790.28,Denmark,2/11/2021,Mobile,166,MasterCard
277,0,1562.64,Denmark,3/2/2021,Mobile,138,MasterCard
3193,1,4619.84,United Kingdom,2/18/2021,Mobile,114,Visa
3896,0,4286.72,New Zealand,3/8/2021,Prepaid cards,137,Visa
53,0,3740.76,Netherlands,3/9/2021,Credit cards,18,Visa
2439,0,1183.44,Iran,3/7/2021,Mobile,114,Amex
1798,1,1652.76,Switzerland,1/30/2021,E-Wallet,228,MasterCard
2319,1,1315.92,Switzerland,3/21/2021,Credit cards,3,Visa
4994,0,1333.48,Australia,2/21/2021,Bank transfers,5,Visa
2135,0,1243.64,United Kingdom,3/15/2021,Mobile,297,Amex
9065,0,2486.52,New Zealand,2/1/2021,Bank transfers,107,Visa
7372,0,3811.32,Switzerland,3/25/2021,Bank transfers,179,JBC
5724,1,4285.6,Switzerland,1/21/2021,Bank transfers,193,JBC
4995,0,3454.36,Spain,3/23/2021,Prepaid cards,84,Visa
255,1,2229.24,Brazil,1/7/2021,Mobile,220,JBC
4594,1,3694,Ireland,1/16/2021,E-Wallet,238,JBC
7211,0,4299.92,Iran,1/5/2021,Mobile,210,Visa
2019,1,4225.4,Canada,2/19/2021,E-Wallet,139,Visa
5507,1,4616.92,Spain,3/4/2021,Prepaid cards,257,Amex
7184,0,3612.96,Denmark,3/6/2021,Prepaid cards,122,JBC
2995,1,3887.48,Netherlands,2/27/2021,Bank transfers,120,MasterCard
2180,1,3023.36,United Kingdom,1/30/2021,Prepaid cards,106,Amex
5544,1,1421.4,Ireland,1/16/2021,Credit cards,91,Visa
3908,0,2912.32,Netherlands,1/8/2021,Prepaid cards,30,Amex
3491,1,1303.76,Ireland,1/19/2021,Mobile,8,Amex
2341,0,4822.68,France,1/12/2021,Bank transfers,235,Amex
5766,0,4818.4,Switzerland,2/17/2021,E-Wallet,1,MasterCard
8407,1,4822,France,1/24/2021,Bank transfers,30,MasterCard
7973,1,1462,France,1/26/2021,Bank transfers,209,MasterCard
3651,0,2160,Ireland,1/7/2021,Credit cards,179,JBC
3104,0,3558.28,Australia,3/4/2021,Mobile,227,MasterCard
5839,1,3371.56,Denmark,1/1/2021,Credit cards,144,Visa
3180,0,2004.28,Iran,1/17/2021,Mobile,255,JBC
7181,1,3665.52,United Kingdom,3/19/2021,Credit cards,158,JBC
8699,0,4499.96,Netherlands,2/9/2021,Credit cards,136,Amex
6049,1,4961.36,United Kingdom,4/1/2021,Bank transfers,211,Visa
1051,0,4870.8,New Zealand,3/6/2021,Bank transfers,151,Visa
1033,0,2011.48,Iran,1/5/2021,E-Wallet,282,MasterCard
6270,1,1064.48,Ireland,2/6/2021,Mobile,135,Visa
2759,0,4995.88,Norway,1/23/2021,Bank transfers,58,JBC
8045,0,2461.52,Spain,2/3/2021,Bank transfers,225,JBC
8574,1,4271.68,Canada,1/5/2021,Mobile,158,Visa
3630,0,2458.4,Finland,2/14/2021,Mobile,221,Amex
8934,1,1475.36,Norway,1/14/2021,Mobile,208,Visa
5601,0,3395.88,New Zealand,3/23/2021,Mobile,122,Visa
4935,1,1214.68,Denmark,3/16/2021,Prepaid cards,226,Amex
1439,0,4749.24,Iran,2/10/2021,Bank transfers,107,JBC
5107,0,1212.88,Spain,1/23/2021,E-Wallet,7,Amex
1298,1,2664.32,Denmark,1/22/2021,Mobile,98,Amex
1922,1,1297,Canada,3/22/2021,Mobile,222,Amex
6785,0,3256.28,Turkey,3/29/2021,Bank transfers,48,MasterCard
4125,0,1760.96,Germany,3/16/2021,Bank transfers,77,Amex
9916,1,3354.4,Australia,2/19/2021,Mobile,94,Amex
5811,1,2818.16,New Zealand,1/11/2021,Prepaid cards,184,Amex
3027,1,4436.8,Norway,2/5/2021,E-Wallet,213,MasterCard
9258,0,2603.56,Finland,2/8/2021,Credit cards,167,MasterCard
5345,1,4182.88,Spain,2/6/2021,Bank transfers,81,Visa
3581,0,4828.08,Spain,3/31/2021,Prepaid cards,253,MasterCard
778,1,4475.28,Ireland,1/2/2021,Mobile,17,Amex
9262,1,2794.24,Finland,1/30/2021,Credit cards,96,MasterCard
3160,1,3954.44,France,1/12/2021,Bank transfers,204,Visa
3644,0,2353.44,United States,1/21/2021,Credit cards,147,Visa
9486,1,1766.68,Canada,3/3/2021,Prepaid cards,71,JBC
3261,1,2381.4,Australia,2/1/2021,Bank transfers,98,MasterCard
8812,1,2541.04,Netherlands,2/10/2021,Prepaid cards,104,Visa
4012,1,3185.92,Netherlands,2/21/2021,Bank transfers,234,MasterCard
954,0,4153.36,Turkey,3/12/2021,E-Wallet,142,Amex
829,0,2637.88,Finland,2/3/2021,Prepaid cards,91,Visa
4695,1,4137.48,Germany,1/31/2021,E-Wallet,62,MasterCard
6724,0,2584.96,United Kingdom,2/24/2021,Mobile,134,Visa
6763,0,1274.08,Finland,2/11/2021,E-Wallet,95,Visa
6356,0,3861.84,United Kingdom,3/7/2021,Mobile,19,MasterCard
5051,0,2288.32,United States,1/22/2021,E-Wallet,16,MasterCard
2874,1,2608.92,New Zealand,3/15/2021,Credit cards,59,MasterCard
7622,1,2746.12,Netherlands,1/30/2021,Mobile,96,MasterCard
9672,0,3998.08,Switzerland,1/7/2021,Credit cards,57,Visa
8243,1,4934.64,United Kingdom,2/2/2021,Bank transfers,89,JBC
1615,1,3277,Germany,3/7/2021,E-Wallet,117,MasterCard
6647,0,3491.88,Switzerland,3/6/2021,E-Wallet,197,Visa
6922,0,4496.8,Turkey,1/31/2021,E-Wallet,22,Visa
9950,0,1776.4,Ireland,2/19/2021,Prepaid cards,244,JBC
8032,0,4918.92,Ireland,2/7/2021,Bank transfers,225,Amex
9116,1,1832.76,Germany,1/11/2021,Credit cards,49,JBC
8506,0,4431.56,Germany,3/16/2021,Mobile,216,Visa
5687,1,3182.68,Iran,3/19/2021,Mobile,250,Visa
161,1,3580.36,United States,3/11/2021,Credit cards,165,JBC
2854,1,1344.8,Iran,3/21/2021,Prepaid cards,140,MasterCard
8339,0,1774.12,France,3/23/2021,E-Wallet,225,Amex
1820,0,4216.6,Australia,1/19/2021,Bank transfers,267,Visa
1526,1,1164.28,Netherlands,1/15/2021,Credit cards,234,MasterCard
5287,0,2126,Germany,2/4/2021,Credit cards,80,MasterCard
4615,1,3925.12,Denmark,3/22/2021,Prepaid cards,189,Visa
3757,1,1727.4,Turkey,1/18/2021,Prepaid cards,273,Amex
2386,0,4432,Spain,1/31/2021,Bank transfers,101,Visa
7627,0,3564.28,Germany,1/22/2021,Prepaid cards,229,Amex
9312,1,4449.6,Brazil,3/3/2021,Mobile,240,JBC
8013,0,1829.12,United Kingdom,3/3/2021,Prepaid cards,87,Visa
2401,0,1566.12,Turkey,3/15/2021,E-Wallet,82,MasterCard
5576,0,1797.76,Finland,1/10/2021,Credit cards,210,JBC
8571,0,1121.12,Brazil,2/18/2021,Prepaid cards,82,Amex
2981,0,4065.36,Denmark,3/7/2021,E-Wallet,123,Visa
2678,1,1802.12,Denmark,1/21/2021,E-Wallet,161,Amex
3334,1,3035.6,Turkey,3/15/2021,Bank transfers,118,Amex
4956,0,1202.88,Germany,3/16/2021,Prepaid cards,162,Visa
668,1,2060.6,Iran,1/23/2021,E-Wallet,266,Amex
3386,0,4251.2,Spain,1/8/2021,Prepaid cards,163,JBC
5245,1,2460.2,Canada,3/31/2021,E-Wallet,128,Visa
2058,1,3908.16,Spain,1/2/2021,Bank transfers,105,Amex
2846,1,1818.56,Brazil,1/20/2021,E-Wallet,14,Visa
9376,0,4158,Canada,1/4/2021,Mobile,237,Visa
2479,0,1987.56,Brazil,3/3/2021,Bank transfers,48,Visa
831,0,2566.12,Denmark,3/20/2021,Credit cards,145,Visa
8244,1,1112.08,Switzerland,2/20/2021,E-Wallet,168,Visa
4899,1,4229.36,Finland,2/23/2021,Mobile,229,Amex
4321,0,2814.84,Finland,2/28/2021,E-Wallet,219,Amex
9089,1,3967.68,Norway,2/17/2021,Prepaid cards,12,Visa
3258,0,4551.28,Australia,2/16/2021,Credit cards,195,JBC
725,1,4067.44,New Zealand,3/10/2021,E-Wallet,7,Visa
545,1,4238.32,Ireland,1/24/2021,Bank transfers,283,Visa
6312,0,1476.12,Ireland,2/6/2021,Bank transfers,290,MasterCard
4885,0,4460.84,Australia,1/4/2021,Bank transfers,23,JBC
8388,0,1511.12,Canada,1/2/2021,Prepaid cards,156,JBC
6506,0,1086.8,Norway,3/22/2021,Credit cards,158,Visa
8679,0,4275.92,Germany,1/5/2021,Credit cards,257,MasterCard
864,1,3104.84,Canada,2/6/2021,Credit cards,192,MasterCard
3951,1,4227.76,Turkey,2/24/2021,E-Wallet,186,Amex
2408,0,4682.68,Norway,1/24/2021,Bank transfers,285,MasterCard
1683,0,3873.08,Brazil,1/6/2021,Mobile,295,Visa
4774,0,2154.92,Australia,1/22/2021,E-Wallet,20,MasterCard
2735,0,2105.6,Turkey,1/21/2021,Credit cards,55,MasterCard
4086,0,4617.48,Canada,2/4/2021,Bank transfers,152,JBC
2496,0,1258.4,Denmark,2/12/2021,Bank transfers,146,Amex
9919,1,4093.16,Switzerland,2/11/2021,Prepaid cards,245,Visa
117,1,4183.4,Norway,1/19/2021,Mobile,107,JBC
6777,0,4685.2,Netherlands,1/19/2021,Credit cards,35,JBC
7159,1,1911.32,Norway,2/26/2021,Credit cards,263,Visa
1757,1,2935.04,Australia,1/19/2021,Mobile,91,Visa
1801,1,2077.56,Netherlands,1/4/2021,E-Wallet,188,Amex
1419,1,1982.4,Switzerland,1/26/2021,Prepaid cards,259,Amex
5023,1,1861.4,Switzerland,1/21/2021,Bank transfers,299,MasterCard
7341,1,3526.56,France,3/9/2021,Mobile,227,JBC
1546,0,3699.32,Ireland,3/3/2021,Prepaid cards,270,MasterCard
5793,1,2815.56,France,3/1/2021,Bank transfers,91,Amex
1958,0,2654.88,United States,2/27/2021,Prepaid cards,255,Visa
325,1,3772.72,New Zealand,1/16/2021,Prepaid cards,124,MasterCard
8632,1,2606.44,United Kingdom,3/19/2021,Bank transfers,64,JBC
9578,0,3041.2,New Zealand,1/15/2021,E-Wallet,15,Amex
615,0,4228.48,Germany,2/3/2021,Prepaid cards,84,MasterCard
658,1,2818.96,United States,2/13/2021,Bank transfers,207,JBC
8811,1,2467.72,Iran,3/7/2021,Mobile,255,Amex
1030,0,2464.6,Germany,3/10/2021,Mobile,198,Amex
8445,0,2699.64,Iran,1/24/2021,E-Wallet,184,MasterCard
6768,1,2865.56,Germany,2/8/2021,Credit cards,263,Visa
2455,1,4268.96,Turkey,2/14/2021,Credit cards,235,MasterCard
269,0,4936.6,Denmark,1/9/2021,Bank transfers,266,MasterCard
4965,1,3201.64,New Zealand,1/16/2021,Prepaid cards,170,Visa
4426,1,2249.2,New Zealand,3/7/2021,Bank transfers,234,MasterCard
1520,0,4603.8,Australia,2/8/2021,Bank transfers,120,MasterCard
2147,0,3657.88,Denmark,2/15/2021,Mobile,113,Visa
9817,0,1172.24,Iran,3/11/2021,E-Wallet,271,Visa
4078,1,4621.64,Germany,1/12/2021,Prepaid cards,246,Amex
4907,1,1599.16,France,3/18/2021,Mobile,251,Visa
2950,1,2920.68,New Zealand,3/23/2021,Mobile,115,Visa
6798,1,3944.04,Netherlands,3/14/2021,Bank transfers,258,JBC
8138,1,2705.96,United States,3/14/2021,Prepaid cards,114,JBC
4611,0,1594.44,Brazil,3/8/2021,E-Wallet,72,MasterCard
3920,1,3832.04,France,1/26/2021,Bank transfers,68,Visa
7583,1,2359,Iran,1/6/2021,Bank transfers,127,Visa
6453,1,1106.8,Turkey,1/13/2021,Credit cards,212,JBC
3144,0,3954.84,Canada,2/17/2021,Credit cards,46,JBC
8483,0,1095.72,Denmark,3/9/2021,Mobile,63,Visa
2528,0,4184.52,Switzerland,3/25/2021,Mobile,110,MasterCard
726,1,4058.36,United Kingdom,1/13/2021,Credit cards,266,Visa
5828,0,1989.12,New Zealand,3/12/2021,Credit cards,156,Amex
2194,1,2286.64,France,2/16/2021,E-Wallet,16,JBC
4584,0,2564.48,Germany,3/4/2021,Mobile,148,MasterCard
8056,1,1393.16,Brazil,1/31/2021,E-Wallet,246,Visa
4150,1,4847.72,Norway,1/10/2021,E-Wallet,154,MasterCard
7501,1,2331.64,New Zealand,3/14/2021,Mobile,281,Amex
2612,1,3759.08,Norway,2/19/2021,Mobile,203,MasterCard
1423,1,3924.32,Finland,1/4/2021,Credit cards,225,Amex
548,0,2809.44,Spain,3/14/2021,Bank transfers,258,JBC
6576,1,3171.24,Germany,2/26/2021,Credit cards,221,Visa
7656,1,3950.6,Spain,3/26/2021,E-Wallet,89,Visa
9717,0,2196.24,Netherlands,2/26/2021,Mobile,65,Visa
4437,0,1330.04,Australia,3/18/2021,Credit cards,63,Amex
4898,0,2701.92,Brazil,2/23/2021,Mobile,28,Amex
5524,0,3539.16,Ireland,2/18/2021,Mobile,7,Visa
607,1,4772.32,Switzerland,1/13/2021,Credit cards,142,MasterCard
1651,1,2448.2,France,1/31/2021,Prepaid cards,64,Amex
8957,1,3906.44,Spain,3/13/2021,Bank transfers,228,JBC
935,0,4503.04,Australia,2/19/2021,Mobile,155,JBC
5031,1,3842.76,Turkey,1/8/2021,Bank transfers,152,Visa
9777,0,1884.08,Netherlands,3/22/2021,Credit cards,42,MasterCard
6131,1,1311.68,Switzerland,3/1/2021,Mobile,262,MasterCard
2054,0,4813.96,Turkey,3/23/2021,Bank transfers,56,JBC
9047,1,2674.88,France,3/31/2021,Mobile,111,Visa
6099,0,1147.76,Netherlands,3/14/2021,Credit cards,157,MasterCard
4279,1,4025.12,Iran,2/23/2021,E-Wallet,256,JBC
4113,1,4910.44,France,1/16/2021,Mobile,212,MasterCard
1653,1,2918.96,Iran,3/19/2021,Bank transfers,98,MasterCard
9943,1,4966.12,Netherlands,2/13/2021,Credit cards,129,Amex
8891,1,1774.88,Canada,1/3/2021,Credit cards,17,Amex
2718,0,3223.2,Turkey,3/5/2021,E-Wallet,178,Visa
7471,1,3191.16,Spain,2/1/2021,Prepaid cards,68,Amex
585,1,3928.64,Ireland,1/30/2021,Mobile,50,MasterCard
5556,1,3408.24,Iran,2/3/2021,Credit cards,298,MasterCard
5274,1,3624.32,Switzerland,2/18/2021,Credit cards,228,Visa
6033,1,4176.68,Denmark,1/28/2021,E-Wallet,261,JBC
3219,0,4246.24,Turkey,1/14/2021,Prepaid cards,34,JBC
7496,0,2388.6,Denmark,2/24/2021,Credit cards,155,Amex
4324,0,2507.48,New Zealand,3/24/2021,E-Wallet,96,Visa
9563,1,3822.92,Ireland,1/28/2021,Bank transfers,246,Visa
9770,0,3194.16,Turkey,1/2/2021,Bank transfers,247,Amex
9700,0,2142.8,United Kingdom,3/4/2021,E-Wallet,18,Amex
4501,1,4970,United States,1/10/2021,Mobile,137,JBC
7927,1,3723.04,Norway,3/25/2021,E-Wallet,239,MasterCard
3536,0,2878.52,Ireland,1/13/2021,Prepaid cards,109,MasterCard
2811,1,2033.88,United States,1/11/2021,Mobile,74,Visa
6434,1,2651.16,Switzerland,3/14/2021,Prepaid cards,118,JBC
1569,1,3431.4,Ireland,3/31/2021,E-Wallet,217,JBC
9477,0,1558.88,Switzerland,3/24/2021,E-Wallet,116,Visa
155,0,4633.88,France,2/5/2021,E-Wallet,122,Visa
7897,1,1924.88,Brazil,2/28/2021,E-Wallet,101,Visa
1965,0,1625.08,Ireland,3/12/2021,Mobile,251,MasterCard
6148,0,2795.12,Brazil,3/19/2021,Bank transfers,191,MasterCard
5986,1,3334.68,United States,3/10/2021,E-Wallet,6,JBC
70,0,2771.92,Finland,1/30/2021,E-Wallet,182,Visa
4025,1,1997.28,Switzerland,4/1/2021,Mobile,152,Amex
7004,0,1885.48,Ireland,1/5/2021,Prepaid cards,27,Visa
2730,0,2879.44,Finland,2/9/2021,Credit cards,138,MasterCard
3861,1,3158.36,Netherlands,1/29/2021,Prepaid cards,138,Amex
3587,0,3923.96,United States,2/5/2021,Bank transfers,145,JBC
3993,0,2295.92,Spain,3/28/2021,E-Wallet,218,Amex
5101,0,2630.16,Spain,1/10/2021,Prepaid cards,155,JBC
4375,0,2844.08,Germany,3/26/2021,Prepaid cards,69,MasterCard
6613,0,2387.56,Turkey,3/11/2021,E-Wallet,124,JBC
7607,1,3158.76,Spain,3/21/2021,Prepaid cards,57,Visa
9686,0,1140.48,New Zealand,1/9/2021,E-Wallet,284,Amex
8077,1,4916.84,France,2/9/2021,Mobile,218,MasterCard
4665,1,3379.96,Turkey,1/28/2021,E-Wallet,105,Amex
160,0,4073.96,United Kingdom,3/6/2021,Mobile,134,Visa
899,1,1099.2,France,3/5/2021,E-Wallet,114,MasterCard
6289,0,1452.32,Turkey,1/14/2021,Mobile,250,Amex
8759,1,1600.8,Australia,1/13/2021,Bank transfers,83,Amex
2765,1,4416.64,Finland,1/31/2021,Bank transfers,133,MasterCard
220,0,4573,Iran,1/23/2021,E-Wallet,68,MasterCard
7872,1,2113.08,Switzerland,2/15/2021,E-Wallet,216,JBC
6766,1,4009.6,Canada,3/25/2021,Bank transfers,20,JBC
8714,1,4901.12,France,3/18/2021,Credit cards,19,Visa
1982,0,4532.96,Canada,1/18/2021,Prepaid cards,285,JBC
1450,1,4347.16,France,2/19/2021,Prepaid cards,199,Amex
4297,0,4908.92,New Zealand,3/15/2021,Prepaid cards,92,JBC
670,1,1045.36,Finland,3/1/2021,Prepaid cards,190,JBC
6967,0,4162.4,Turkey,1/23/2021,Credit cards,11,JBC
9640,1,3640.6,Spain,1/20/2021,Prepaid cards,203,Amex
9023,0,1579.28,Turkey,3/28/2021,E-Wallet,184,JBC
6636,0,4399.4,Canada,1/11/2021,Credit cards,5,MasterCard
4183,0,4266.64,Australia,3/10/2021,E-Wallet,233,Visa
1047,0,4051.84,Norway,2/26/2021,Credit cards,34,Amex
3070,0,3606.88,Germany,2/15/2021,Credit cards,59,MasterCard
7422,0,1060.4,United Kingdom,3/1/2021,Mobile,87,Visa
2644,1,4774.28,Denmark,1/16/2021,Mobile,143,Visa
9381,0,1022.36,Spain,1/7/2021,Credit cards,251,MasterCard
2013,1,4217,Australia,2/22/2021,Prepaid cards,3,Amex
8572,0,2524.44,Germany,3/22/2021,Mobile,147,Visa
4803,0,2320.16,United Kingdom,3/28/2021,Credit cards,70,Amex
7250,0,1825.24,Netherlands,1/10/2021,Prepaid cards,110,MasterCard
6448,0,2458.52,United Kingdom,1/29/2021,E-Wallet,186,Amex
5485,1,3006.84,New Zealand,2/17/2021,Credit cards,97,JBC
4419,0,4234.04,Netherlands,3/26/2021,E-Wallet,297,Visa
7681,1,4143.08,United Kingdom,2/22/2021,Credit cards,12,Visa
3239,0,1888.96,United States,3/13/2021,E-Wallet,24,Visa
6580,1,1884.8,Canada,3/21/2021,Mobile,141,MasterCard
6803,0,1313.16,Germany,3/23/2021,E-Wallet,184,Amex
9746,0,1099.28,Denmark,2/23/2021,Mobile,82,JBC
371,1,3433,Netherlands,2/10/2021,Prepaid cards,59,Amex
9670,0,3230,France,3/22/2021,Mobile,259,Amex
5091,0,3444.68,Canada,1/7/2021,Prepaid cards,95,MasterCard
2758,0,3668.28,Switzerland,3/1/2021,Credit cards,60,JBC
9061,1,2784.36,United Kingdom,2/10/2021,Prepaid cards,100,Visa
3927,1,1511.44,Switzerland,4/1/2021,Mobile,269,Amex
2514,0,2796.72,Denmark,2/14/2021,E-Wallet,39,Amex
